2.822812500,New Point
3.168750000,New Point
3.207187500,New Point
3.495937500,New Point
3.530625000,New Point
3.813333333,New Point
3.880000000,New Point
4.154666667,New Point
4.253333333,New Point
4.520000000,New Point
4.557333333,New Point
4.858666667,New Point
4.922666667,New Point
5.200000000,New Point
5.258666667,New Point
5.568000000,New Point
5.613333333,New Point
5.917333333,New Point
5.978666667,New Point
6.261333333,New Point
6.322500000,New Point
6.596250000,New Point
6.648750000,New Point
6.800000000,New Point
7.141333333,New Point
7.365333333,New Point
7.461333333,New Point
7.701333333,New Point
7.781333333,New Point
8.048000000,New Point
8.133333333,New Point
8.370000000,New Point
8.505000000,New Point
8.730000000,New Point
8.827500000,New Point
9.112500000,New Point
9.202500000,New Point
9.420000000,New Point
9.547500000,New Point
10.590000000,New Point
